HOG	selected_transcripts	exon_counts	protein_lengths	gene_counts	transcript_counts	worst_transcript	worst_pair	blast_pident	align_pident
N0.HOG0005015	SBOV2_83290.1, SCUR1_83130.1, SGUI1_84510.1, SHAE2_89410.1, SINT2_82250.1, SRDH2_86580.2, Smp_143440.1, EWB00_010182.2	2, 2, 2, 2, 2, 2, 2, 3	490, 488, 490, 490, 490, 490, 490, 477	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 3, 1, 2, 1, 2	SBOV2_83290.1	SBOV2_83290.1, SCUR1_83130.1	95.9	99.79591836734694
N0.HOG0005014	SBOV2_83020.1, SCUR1_82870.1, SGUI1_84270.1, SHAE2_89220.1, SINT2_82030.1, SRDH2_86120.1, Smp_064380.1, EWB00_002184	8, 8, 8, 8, 8, 8, 8, 8	418, 418, 418, 418, 418, 418, 418, 418	1, 1, 1, 1, 1, 1, 1, 1	2, 1, 1, 1, 4, 1, 1, 1	SBOV2_83020.1	SBOV2_83020.1, SCUR1_82870.1	99.8	99.76076555023924
N0.HOG0005013	SBOV2_82980.1, SCUR1_82830.1, SGUI1_84230.1, SHAE2_89180.1, SINT2_81990.1, SRDH2_86080.1, Smp_064430.1, EWB00_002188.1	4, 4, 4, 4, 4, 4, 4, 4	177, 177, 177, 177, 177, 176, 178, 167	1, 1, 1, 1, 1, 1, 1, 1	3, 1, 1, 1, 1, 1, 1, 3	EWB00_002188.1	SBOV2_82980.1, EWB00_002188.1	84.2	53.672316384180796
N0.HOG0005012	SBOV2_82800.1, SCUR1_82670.1, SGUI1_84050.1, SHAE2_89020.1, SINT2_81810.1, SRDH2_85900.1, Smp_327560.1, EWB00_002592.1	14, 14, 14, 14, 14, 14, 14, 11	596, 596, 596, 593, 591, 593, 593, 497	1, 1, 1, 1, 1, 1, 1, 1	2, 2, 1, 2, 1, 1, 1, 2	EWB00_002592.1	SRDH2_85900.1, EWB00_002592.1	70.4	84.82293423271501
N0.HOG0005011	SBOV2_82550.1, SCUR1_82490.1, SGUI1_83880.1, SHAE2_88750.1, SINT2_81660.1, SRDH2_85710.1, Smp_069760.1, EWB00_001663	5, 5, 5, 5, 5, 5, 5, 5	294, 294, 294, 294, 294, 294, 294, 294	1, 1, 1, 1, 1, 1, 1, 2	1, 1, 1, 4, 1, 1, 1, 2	SBOV2_82550.1	SBOV2_82550.1, SCUR1_82490.1	96.9	99.65986394557824
N0.HOG0005010	SBOV2_82530.1, SCUR1_82480.1, SGUI1_83860.1, SHAE2_88730.1, SINT2_81640.1, SRDH2_85690.1, Smp_247670.1, EWB00_001665	11, 11, 11, 12, 11, 11, 11, 10	793, 793, 793, 825, 793, 794, 794, 650	1, 1, 1, 1, 1, 1, 1, 1	1, 3, 3, 1, 1, 1, 1, 1	SHAE2_88730.1	SHAE2_88730.1, EWB00_001665	66.1	76.96969696969697
N0.HOG0005009	SBOV2_82460.1, SCUR1_82420.1, SGUI1_83800.1, SHAE2_103340.1, SINT2_81570.1, SRDH2_85620.2, Smp_160100.1, EWB00_001672	7, 7, 7, 10, 7, 7, 5, 5	484, 472, 351, 500, 345, 367, 285, 242	1, 1, 1, 1, 1, 1, 1, 1	2, 1, 1, 1, 1, 4, 1, 1	SHAE2_103340.1	SHAE2_103340.1, EWB00_001672	59.5	54.800000000000004
N0.HOG0005008	SBOV2_82140.1, SCUR1_82120.1, SGUI1_83470.1, SHAE2_87380.1, SINT2_81200.1, SRDH2_85210.1, Smp_146300.1, EWB00_007032	11, 11, 11, 15, 11, 13, 11, 12	644, 601, 644, 712, 644, 696, 631, 610	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 5, 1, 1, 1	SCUR1_82120.1	SCUR1_82120.1, SRDH2_85210.1	86.2	73.85057471264368
N0.HOG0005007	SBOV2_81950.2, SCUR1_81960.1, SGUI1_83310.1, SHAE2_87210.1, SINT2_81050.1, SRDH2_85040.1, Smp_345470.1, EWB00_008960	9, 10, 9, 9, 9, 9, 9, 9	281, 4099, 269, 287, 287, 282, 282, 295	1, 1, 1, 1, 1, 1, 1, 1	5, 1, 1, 1, 1, 1, 1, 1	SCUR1_81960.1	SCUR1_81960.1, SGUI1_83310.1	95.7	6.172237131007563
N0.HOG0005006	SBOV2_81930.1, SCUR1_81940.1, SGUI1_83290.1, SHAE2_87190.2, SINT2_81030.1, SRDH2_85010.1, Smp_345830.1, EWB00_008780	8, 8, 8, 8, 8, 8, 8, 7	1602, 1605, 1604, 1601, 1601, 1612, 1608, 1578	1, 1, 1, 1, 1, 1, 1, 1	1, 3, 1, 2, 2, 1, 1, 1	SGUI1_83290.1	SGUI1_83290.1, SINT2_81030.1	98.3	99.93765586034912
N0.HOG0005005	SBOV2_81590.1, SCUR1_81570.2, SGUI1_82940.1, SHAE2_86810.1, SINT2_80660.1, SRDH2_84670.1, Smp_082560.1, EWB00_001481.2	4, 4, 4, 4, 4, 4, 4, 4	291, 291, 291, 290, 291, 288, 288, 291	1, 1, 1, 1, 1, 1, 1, 1	2, 1, 1, 1, 1, 1, 1, 2	SRDH2_84670.1	SBOV2_81590.1, SRDH2_84670.1	90.2	73.53951890034365
N0.HOG0008244	SBOV2_64370.1, SCUR1_64630.1, SGUI1_65230.1, SHAE2_69090.1, SINT2_63460.1, SRDH2_67150.1, Smp_136780.1, EWB00_003650	4, 4, 4, 4, 4, 4, 3, 4	417, 447, 447, 447, 447, 420, 410, 413	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 1, 1, 1, 1	Smp_136780.1	SCUR1_64630.1, Smp_136780.1	90.0	91.49888143176734
N0.HOG0005003	SBOV2_81220.1, SCUR1_80090.1, SGUI1_81250.1, SHAE2_86410.1, SINT2_80360.1, SRDH2_84280.1, Smp_213610.1, EWB00_003764	13, 13, 13, 13, 13, 13, 13, 13	2049, 2054, 2054, 2054, 2066, 2065, 2069, 2042	1, 1, 1, 1, 1, 1, 1, 1	1, 2, 1, 4, 1, 1, 1, 1	SBOV2_81220.1	SBOV2_81220.1, SCUR1_80090.1	98.8	99.95131450827654
N0.HOG0005002	SBOV2_81210.1, SCUR1_80100.1, SGUI1_81260.1, SHAE2_86400.1, SINT2_80350.1, SRDH2_84270.1, Smp_213600.1, EWB00_003765	4, 2, 2, 2, 5, 2, 2, 3	1033, 1039, 1039, 1039, 1048, 1040, 1040, 974	1, 1, 1, 1, 1, 1, 1, 1	1, 5, 1, 1, 1, 1, 1, 1	SBOV2_81210.1	SBOV2_81210.1, EWB00_003765	63.9	96.22458857696031
N0.HOG0005001	SBOV2_80990.1, SCUR1_80330.1, SGUI1_81470.1, SHAE2_86190.1, SINT2_80150.1, SRDH2_84020.2, Smp_136260.1, EWB00_000159.4	16, 16, 16, 16, 16, 16, 16, 15	702, 702, 702, 702, 731, 702, 702, 728	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 1, 2, 1, 4	EWB00_000159.4	SINT2_80150.1, EWB00_000159.4	93.2	94.39124487004104
N0.HOG0005000	SBOV2_80800.1, SCUR1_80480.1, SGUI1_81630.1, SHAE2_86020.1, SINT2_79970.1, SRDH2_83840.1, Smp_267070.1, EWB00_000144.3	20, 19, 20, 20, 20, 17, 20, 20	806, 800, 808, 812, 808, 649, 735, 792	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 3, 1, 1, 1, 3	SRDH2_83840.1	SINT2_79970.1, SRDH2_83840.1	75.5	84.4059405940594
N0.HOG0004999	SBOV2_80780.1, SCUR1_80500.1, SGUI1_81650.1, SHAE2_86000.3, SINT2_79950.1, SRDH2_83820.1, Smp_125630.1, EWB00_000138	9, 9, 9, 9, 9, 9, 9, 8	1403, 1358, 1374, 965, 1355, 1325, 1327, 1226	1, 1, 1, 1, 1, 1, 1, 1	1, 2, 1, 3, 1, 2, 1, 1	SHAE2_86000.3	SBOV2_80780.1, SHAE2_86000.3	97.9	68.99501069137563
N0.HOG0008245	SBOV2_64390.1, SCUR1_64650.1, SGUI1_65250.1, SHAE2_69110.1, SINT2_63480.2, SRDH2_67170.1, Smp_027000.2, EWB00_003653	2, 2, 2, 2, 2, 2, 2, 2	451, 451, 451, 450, 451, 451, 450, 458	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 1, 1, 1, 1	EWB00_003653	SBOV2_64390.1, EWB00_003653	81.4	98.68995633187772
N0.HOG0004996	SBOV2_80280.1, SCUR1_80890.1, SGUI1_82180.1, SHAE2_85420.1, SINT2_79420.2, SRDH2_83300.1, Smp_337370.1, EWB00_009667.1	12, 12, 12, 12, 12, 8, 12, 12	660, 669, 657, 653, 675, 468, 704, 627	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 3, 1, 1, 3	SRDH2_83300.1	SRDH2_83300.1, Smp_337370.1	100.0	66.05113636363636
N0.HOG0004995	SBOV2_80260.1, SCUR1_80900.2, SGUI1_82190.1, SHAE2_85410.1, SINT2_79410.2, SRDH2_83290.1, Smp_266930.1, EWB00_009666.2	10, 9, 10, 9, 9, 9, 9, 7	857, 860, 725, 864, 867, 877, 877, 700	1, 1, 1, 1, 1, 1, 1, 1	1, 2, 1, 1, 3, 1, 1, 2	EWB00_009666.2	SRDH2_83290.1, EWB00_009666.2	56.5	87.45724059293045
N0.HOG0008246	SBOV2_64580.1, SCUR1_64790.1, SGUI1_65430.1, SHAE2_69310.1, SINT2_63660.1, SRDH2_67390.1, Smp_346950.1, EWB00_000907	2, 2, 2, 2, 2, 2, 2, 2	495, 495, 460, 508, 498, 505, 511, 394	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 1, 1, 1, 1	EWB00_000907	SHAE2_69310.1, EWB00_000907	48.8	73.81889763779527
N0.HOG0008247	SBOV2_64650.1, SCUR1_64860.1, SGUI1_65510.1, SHAE2_69380.1, SINT2_63740.1, SRDH2_67470.1, Smp_134870.1, EWB00_000918	2, 2, 2, 2, 2, 2, 2, 3	433, 437, 437, 438, 434, 435, 436, 426	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 1, 1, 1, 1	SRDH2_67470.1	SRDH2_67470.1, Smp_134870.1	97.5	99.54128440366972
N0.HOG0008248	SBOV2_64700.1, SCUR1_64900.1, SGUI1_65550.1, SHAE2_69430.1, SINT2_63780.1, SRDH2_67520.1, Smp_246270.1, EWB00_000923	11, 11, 11, 11, 11, 11, 11, 11	880, 880, 880, 880, 880, 874, 876, 878	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 1, 1, 1, 1	SBOV2_64700.1	SBOV2_64700.1, SCUR1_64900.1	99.3	99.88636363636364
N0.HOG0005018	SBOV2_83830.1, SCUR1_83640.1, SGUI1_85030.1, SHAE2_89910.1, SINT2_82830.1, SRDH2_87380.1, Smp_144030.1, EWB00_004488.1	8, 8, 8, 8, 8, 8, 8, 8	501, 501, 501, 501, 501, 508, 507, 501	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 3, 1, 1, 3	SHAE2_89910.1	SHAE2_89910.1, SRDH2_87380.1	95.8	94.29133858267717
N0.HOG0008221	SBOV2_62810.1, SCUR1_63130.1, SGUI1_63650.1, SHAE2_67270.1, SINT2_62010.1, SRDH2_64820.1, Smp_243690.1, EWB00_007124	6, 6, 6, 8, 6, 8, 6, 6	973, 974, 974, 990, 974, 982, 972, 972	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 1, 1, 1, 1	SHAE2_67270.1	SBOV2_62810.1, SHAE2_67270.1	95.8	98.28282828282828
N0.HOG0005019	SBOV2_84110.1, SCUR1_83880.1, SGUI1_85280.1, SHAE2_90160.1, SINT2_83080.1, SRDH2_88140.1, Smp_020800.1, EWB00_004508.2	8, 8, 8, 8, 8, 8, 8, 8	350, 350, 351, 350, 352, 344, 344, 347	1, 1, 1, 1, 1, 1, 1, 1	1, 2, 1, 1, 1, 2, 2, 2	SINT2_83080.1	SBOV2_84110.1, SINT2_83080.1	99.4	93.75
N0.HOG0005021	SBOV2_84400.4, SCUR1_84150.1, SGUI1_85550.1, SHAE2_90480.1, SINT2_83440.1, SRDH2_87860.1, Smp_086750.1, EWB00_001337	3, 4, 4, 4, 9, 4, 4, 4	1691, 1812, 1816, 1815, 1881, 1813, 1814, 1803	1, 1, 1, 1, 1, 1, 1, 1	4, 1, 1, 1, 1, 2, 1, 1	SINT2_83440.1	SBOV2_84400.4, SINT2_83440.1	99.5	85.53960659223817
N0.HOG0005049	SBOV2_87890.1, SCUR1_88970.1, SGUI1_90650.1, SHAE2_95690.2, SINT2_88280.1, SRDH2_92460.1, Smp_172490.1, EWB00_001852.1	7, 7, 7, 7, 7, 7, 7, 7	563, 563, 563, 563, 563, 565, 565, 561	1, 1, 1, 1, 1, 1, 1, 1	2, 1, 1, 2, 1, 1, 1, 3	SRDH2_92460.1	SBOV2_87890.1, SRDH2_92460.1	93.8	99.46902654867257
N0.HOG0005048	SBOV2_87780.1, SCUR1_89060.1, SGUI1_90770.1, SHAE2_95810.1, SINT2_88390.1, SRDH2_92360.1, Smp_005280.1, EWB00_008846.2	8, 7, 7, 7, 7, 7, 7, 7	513, 591, 597, 592, 593, 598, 598, 483	1, 1, 1, 1, 1, 1, 1, 1	3, 1, 1, 1, 1, 2, 1, 2	EWB00_008846.2	SBOV2_87780.1, EWB00_008846.2	65.6	81.0916179337232
N0.HOG0005047	SBOV2_87490.1, SCUR1_87080.1, SGUI1_88730.1, SHAE2_93690.1, SINT2_86400.1, SRDH2_91180.1, Smp_247880.1, EWB00_003044	7, 7, 7, 7, 7, 7, 7, 7	336, 336, 336, 336, 336, 325, 336, 335	1, 1, 1, 1, 1, 1, 1, 1	1, 2, 3, 1, 2, 1, 1, 1	EWB00_003044	SBOV2_87490.1, EWB00_003044	94.0	98.80952380952381
N0.HOG0005044	SBOV2_87320.1, SCUR1_86920.1, SGUI1_88580.1, SHAE2_93510.1, SINT2_86260.1, SRDH2_91010.1, Smp_331460.1, EWB00_004882	2, 2, 2, 2, 2, 2, 2, 2	86, 86, 86, 86, 86, 86, 86, 85	1, 1, 1, 1, 1, 1, 1, 1	4, 1, 2, 1, 1, 1, 1, 1	EWB00_004882	SBOV2_87320.1, EWB00_004882	61.9	97.67441860465115
N0.HOG0005043	SBOV2_87280.1, SCUR1_86880.1, SGUI1_88540.1, SHAE2_93470.1, SINT2_86220.1, SRDH2_90960.1, Smp_085650.1, EWB00_008990.1	3, 3, 3, 3, 3, 3, 3, 3	247, 247, 247, 247, 247, 247, 247, 246	1, 1, 1, 1, 1, 1, 1, 1	1, 3, 2, 1, 1, 1, 1, 2	SBOV2_87280.1	SBOV2_87280.1, SCUR1_86880.1	98.8	99.59514170040485
N0.HOG0005042	SBOV2_87200.1, SCUR1_86790.1, SGUI1_88460.1, SHAE2_93400.1, SINT2_86130.1, SRDH2_90880.1, Smp_165660.1, EWB00_003271.1	14, 10, 14, 14, 14, 14, 14, 14	753, 443, 753, 753, 753, 753, 753, 717	1, 1, 1, 1, 1, 1, 1, 1	2, 2, 1, 1, 1, 2, 1, 2	SCUR1_86790.1	SBOV2_87200.1, SCUR1_86790.1	99.5	58.56573705179283
N0.HOG0005041	SBOV2_87010.1, SCUR1_86600.1, SGUI1_88250.1, SHAE2_93160.1, SINT2_85930.1, SRDH2_90670.1, Smp_158170.1, EWB00_000737	5, 5, 4, 3, 5, 5, 5, 5	459, 459, 416, 348, 459, 465, 465, 221	1, 1, 1, 1, 1, 1, 1, 2	3, 1, 2, 1, 1, 1, 1, 2	EWB00_000737	SHAE2_93160.1, EWB00_000737	89.2	26.72413793103448
N0.HOG0005040	SBOV2_870.1, SCUR1_750.1, SGUI1_840.1, SHAE2_1150.1, SINT2_750.1, SRDH2_800.1, Smp_015720.1, EWB00_005659	9, 9, 9, 9, 9, 9, 9, 8	397, 397, 397, 397, 397, 397, 397, 344	1, 1, 1, 1, 1, 1, 1, 2	1, 1, 1, 1, 1, 4, 1, 2	EWB00_005659	SBOV2_870.1, EWB00_005659	96.4	83.37531486146096
N0.HOG0005039	SBOV2_86520.1, SCUR1_86400.1, SGUI1_87790.1, SHAE2_92630.1, SINT2_85460.1, SRDH2_89980.2, Smp_172200.1, EWB00_007520.1	7, 7, 7, 7, 7, 6, 7, 5	887, 889, 888, 885, 889, 681, 875, 628	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 1, 3, 1, 3	EWB00_007520.1	SCUR1_86400.1, EWB00_007520.1	78.3	70.97862767154106
N0.HOG0005038	SBOV2_86510.1, SCUR1_86410.1, SGUI1_87780.1, SHAE2_92620.1, SINT2_85450.1, SRDH2_89990.2, Smp_172210.2, EWB00_000325	27, 27, 27, 27, 27, 26, 26, 22	1083, 1083, 1083, 1083, 1083, 1073, 1073, 762	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 2, 2, 3, 1	EWB00_000325	SRDH2_89990.2, EWB00_000325	71.5	68.12674743709226
N0.HOG0005037	SBOV2_86370.1, SCUR1_85920.1, SGUI1_87620.1, SHAE2_92470.1, SINT2_85310.1, SRDH2_90190.1, Smp_002280.1, EWB00_006940	20, 20, 20, 20, 20, 20, 20, 19	938, 938, 938, 938, 938, 938, 938, 940	1, 1, 1, 1, 1, 1, 1, 1	3, 2, 1, 2, 1, 1, 1, 1	SBOV2_86370.1	SBOV2_86370.1, SCUR1_85920.1	99.5	99.89339019189765
N0.HOG0005036	SBOV2_86230.1, SCUR1_85780.2, SGUI1_87450.2, SHAE2_92350.1, SINT2_85160.1, SRDH2_90340.1, Smp_123220.1, EWB00_006925.2	9, 9, 9, 9, 9, 6, 9, 9	288, 287, 274, 288, 271, 215, 284, 286	1, 1, 1, 1, 1, 1, 1, 1	1, 2, 2, 2, 1, 1, 1, 2	SRDH2_90340.1	SBOV2_86230.1, SRDH2_90340.1	79.7	59.72222222222222
N0.HOG0008239	SBOV2_63990.1, SCUR1_64310.1, SGUI1_64910.1, SHAE2_68710.1, SINT2_63110.1, SRDH2_68130.1, Smp_040790.1, EWB00_004705	6, 6, 6, 6, 6, 6, 6, 6	214, 239, 239, 239, 239, 239, 214, 230	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 1, 1, 1, 1	SBOV2_63990.1	SBOV2_63990.1, SCUR1_64310.1	99.5	89.1213389121339
N0.HOG0008240	SBOV2_64040.1, SCUR1_64350.1, SGUI1_64950.1, SHAE2_68750.1, SINT2_63150.1, SRDH2_68190.2, Smp_144360.1, EWB00_004698	7, 7, 7, 7, 7, 7, 7, 6	332, 332, 332, 332, 332, 332, 332, 314	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 1, 1, 1, 1	SBOV2_64040.1	SBOV2_64040.1, SCUR1_64350.1	99.7	99.69879518072288
N0.HOG0008241	SBOV2_64130.1, SCUR1_64390.1, SGUI1_65010.1, SHAE2_68820.1, SINT2_63210.1, SRDH2_66900.1, Smp_018990.1, EWB00_009886	2, 2, 2, 2, 2, 2, 2, 2	187, 187, 187, 187, 187, 187, 187, 187	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 1, 1, 1, 1	EWB00_009886	SBOV2_64130.1, EWB00_009886	89.6	97.86096256684492
N0.HOG0008242	SBOV2_64200.1, SCUR1_64480.1, SGUI1_65080.1, SHAE2_68890.1, SINT2_63300.1, SRDH2_66990.1, Smp_132540.1, EWB00_009873	35, 35, 35, 35, 35, 35, 35, 24	1950, 1958, 1961, 1954, 1957, 1933, 1937, 1001	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 1, 1, 1, 1	EWB00_009873	SGUI1_65080.1, EWB00_009873	79.2	52.62621111677716
N0.HOG0005031	SBOV2_85940.1, SCUR1_98150.2, SGUI1_87180.1, SHAE2_92050.1, SINT2_84900.1, SRDH2_90540.1, Smp_001960.1, EWB00_008064.1	6, 5, 6, 6, 6, 7, 6, 5	363, 309, 375, 375, 375, 386, 370, 292	1, 1, 1, 1, 1, 1, 1, 1	1, 2, 3, 1, 1, 1, 1, 2	SCUR1_98150.2	SCUR1_98150.2, SRDH2_90540.1	89.0	70.46632124352331
N0.HOG0005030	SBOV2_85710.1, SCUR1_85400.1, SGUI1_86990.1, SHAE2_91850.1, SINT2_84680.1, SRDH2_89570.1, Smp_089290.1, EWB00_005285	3, 4, 4, 4, 7, 3, 3, 3	411, 436, 436, 436, 803, 409, 409, 400	1, 1, 1, 1, 1, 1, 1, 3	1, 1, 1, 2, 1, 2, 1, 3	SINT2_84680.1	SINT2_84680.1, EWB00_005285	75.3	47.94520547945205
N0.HOG0005029	SBOV2_85650.5, SCUR1_85330.1, SGUI1_86950.1, SHAE2_91820.3, SINT2_84640.1, SRDH2_89630.1, Smp_179270.1, EWB00_005286	9, 9, 9, 9, 9, 9, 9, 9	473, 472, 473, 473, 473, 504, 473, 471	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 1, 5, 1, 1	SRDH2_89630.1	SBOV2_85650.5, SRDH2_89630.1	93.0	90.07936507936508
N0.HOG0005028	SBOV2_85640.1, SCUR1_85320.1, SGUI1_86940.1, SHAE2_91810.1, SINT2_84630.1, SRDH2_89640.1, Smp_179290.1, EWB00_005287.2	18, 13, 19, 19, 19, 15, 21, 12	1603, 1156, 1618, 1622, 1630, 1377, 1639, 1065	1, 1, 1, 1, 1, 1, 1, 1	2, 2, 1, 1, 1, 2, 1, 2	EWB00_005287.2	SRDH2_89640.1, EWB00_005287.2	61.9	59.25925925925925
N0.HOG0005027	SBOV2_85560.1, SCUR1_85230.1, SGUI1_86790.1, SHAE2_91710.1, SINT2_84510.1, SRDH2_88820.3, Smp_074390.1, EWB00_005291.2	3, 3, 3, 3, 3, 2, 3, 3	122, 122, 122, 122, 122, 132, 122, 121	1, 1, 1, 1, 1, 1, 1, 1	2, 1, 1, 1, 1, 3, 1, 2	SRDH2_88820.3	SBOV2_85560.1, SRDH2_88820.3	89.3	84.84848484848484
N0.HOG0005026	SBOV2_85370.1, SCUR1_85020.1, SGUI1_86560.1, SHAE2_91490.2, SINT2_84310.2, SRDH2_89020.1, Smp_074200.1, EWB00_000613	12, 12, 9, 9, 12, 9, 12, 8	743, 740, 650, 650, 744, 659, 750, 381	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 3, 3, 1, 1, 1	EWB00_000613	SGUI1_86560.1, EWB00_000613	60.8	36.92307692307693
N0.HOG0005025	SBOV2_85250.3, SCUR1_84950.1, SGUI1_86430.1, SHAE2_91380.1, SINT2_84190.1, SRDH2_89190.1, Smp_174700.1, EWB00_003008	8, 7, 8, 8, 24, 8, 8, 7	1086, 882, 1111, 1115, 1837, 1063, 1044, 713	1, 1, 1, 1, 1, 1, 1, 1	4, 1, 1, 2, 1, 1, 1, 1	SINT2_84190.1	SINT2_84190.1, EWB00_003008	60.4	37.506804572672834
N0.HOG0005024	SBOV2_85170.1, SCUR1_84820.1, SGUI1_86350.2, SHAE2_91280.1, SINT2_84120.1, SRDH2_88600.1, Smp_062020.1, EWB00_010862	3, 3, 2, 3, 2, 3, 3, 3	141, 145, 72, 145, 72, 159, 145, 145	1, 1, 1, 1, 1, 2, 1, 1	1, 1, 2, 2, 1, 3, 1, 1	SGUI1_86350.2	SGUI1_86350.2, SRDH2_88600.1	92.8	43.39622641509434
N0.HOG0005022	SBOV2_84510.1, SCUR1_84240.1, SGUI1_85650.1, SHAE2_90580.1, SINT2_83540.1, SRDH2_87720.2, Smp_334630.1, EWB00_008605	7, 7, 7, 7, 7, 7, 7, 7	701, 652, 704, 702, 710, 517, 667, 388	1, 1, 1, 1, 1, 1, 1, 1	1, 2, 2, 1, 1, 3, 1, 1	EWB00_008605	SINT2_83540.1, EWB00_008605	91.1	55.49295774647888
N0.HOG0005020	SBOV2_84370.2, SCUR1_84130.1, SGUI1_85520.1, SHAE2_90460.2, SINT2_83380.1, SRDH2_87880.2, Smp_169330.1, EWB00_001339.1	19, 19, 19, 16, 19, 19, 19, 16	1764, 1765, 1761, 1400, 1764, 1776, 1776, 1358	1, 1, 1, 1, 1, 1, 1, 1	2, 1, 1, 2, 1, 2, 1, 2	SHAE2_90460.2	SHAE2_90460.2, SINT2_83380.1	99.4	79.25170068027211
N0.HOG0008220	SBOV2_62790.1, SCUR1_63100.1, SGUI1_63620.1, SHAE2_67290.1, SINT2_61980.1, SRDH2_64800.1, Smp_012980.1, EWB00_007126	7, 7, 7, 7, 7, 7, 7, 7	225, 225, 225, 225, 225, 226, 226, 226	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 1, 1, 1, 1	SBOV2_62790.1	SBOV2_62790.1, SCUR1_63100.1	100.0	99.55555555555556
N0.HOG0008219	SBOV2_62740.1, SCUR1_63040.1, SGUI1_63570.1, SHAE2_67340.1, SINT2_61930.1, SRDH2_64750.1, Smp_243700.1, EWB00_007131	5, 5, 5, 5, 5, 3, 5, 8	1373, 1370, 1373, 1377, 1379, 1351, 1371, 1158	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 1, 1, 1, 1	SRDH2_64750.1	SRDH2_64750.1, Smp_243700.1	96.2	91.53902261123268
N0.HOG0008218	SBOV2_62710.1, SCUR1_63010.1, SGUI1_63540.1, SHAE2_67410.1, SINT2_61900.1, SRDH2_64720.1, Smp_013060.1, EWB00_007136	5, 5, 5, 6, 5, 5, 5, 6	456, 456, 456, 443, 456, 456, 456, 452	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 1, 1, 1, 1	SBOV2_62710.1	SBOV2_62710.1, SCUR1_63010.1	100.0	99.78070175438597
N0.HOG0005222	SBOV2_20550.1, SCUR1_20060.1, SGUI1_19650.2, SHAE2_22170.2, SINT2_20160.1, SRDH2_21520.1, Smp_163810.1, EWB00_006126	23, 23, 23, 23, 23, 23, 23, 23	1563, 1563, 1522, 1563, 1563, 1563, 1556, 1563	1, 1, 1, 1, 1, 1, 1, 1	2, 1, 2, 2, 1, 1, 1, 1	SGUI1_19650.2	SBOV2_20550.1, SGUI1_19650.2	99.3	97.31285988483685
N0.HOG0008199	SBOV2_60950.1, SCUR1_61270.1, SGUI1_61770.1, SHAE2_65480.1, SINT2_60200.1, SRDH2_62930.1, Smp_074830.1, EWB00_011132	15, 15, 15, 15, 15, 15, 15, 11	1071, 1071, 1073, 1071, 1071, 1071, 1068, 863	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 1, 1, 1, 1	EWB00_011132	SGUI1_61770.1, EWB00_011132	70.7	81.17427772600186
N0.HOG0005220	SBOV2_20390.1, SCUR1_20220.3, SGUI1_19790.2, SHAE2_22330.1, SINT2_20030.1, SRDH2_21360.1, Smp_243810.1, EWB00_006421	24, 6, 6, 24, 13, 11, 8, 5	423, 234, 234, 420, 459, 451, 293, 254	1, 1, 1, 1, 1, 1, 1, 1	1, 3, 2, 1, 1, 1, 1, 1	EWB00_006421	SINT2_20030.1, EWB00_006421	67.9	35.294117647058826
N0.HOG0005218	SBOV2_20090.1, SCUR1_20570.1, SGUI1_20090.1, SHAE2_22640.1, SINT2_19690.1, SRDH2_21070.2, Smp_146240.1, EWB00_002478.1	7, 7, 7, 7, 7, 6, 7, 7	614, 616, 616, 612, 619, 470, 615, 602	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 1, 2, 1, 3	SRDH2_21070.2	SRDH2_21070.2, Smp_146240.1	100.0	76.260162601626
